,word,version,vid,vid_name
350,proud,2,2,1693.mp4
351,impress,2,2,1693.mp4
352,bore,2,2,1693.mp4
353,calm,2,2,1693.mp4
354,happi,2,2,1693.mp4
355,victori,2,2,1693.mp4
356,patriot,2,2,1693.mp4
357,proud,2,2,1693.mp4
358,eas,2,2,1693.mp4
359,grief,2,2,1693.mp4
360,upset,2,2,1693.mp4
361,focus,2,2,1693.mp4
362,amus,2,2,1693.mp4
363,angri,2,2,1693.mp4
364,encourag,2,2,1693.mp4
365,bore,2,2,1693.mp4
366,calm,2,2,1693.mp4
367,dull,2,2,1693.mp4
368,numb,2,2,1693.mp4
369,impati,2,2,1693.mp4
370,amus,2,2,1693.mp4
371,indiffer,2,2,1693.mp4
372,bore,2,2,1693.mp4
373,calm,2,2,1693.mp4
374,shrug,2,2,1693.mp4
375,admir,2,2,1693.mp4
376,awe,2,2,1693.mp4
377,rever,2,2,1693.mp4
378,thank,2,2,1693.mp4
379,melancholi,2,2,1693.mp4
380,neutral,2,2,1693.mp4
381,intrigu,2,2,1693.mp4
382,disgust,2,2,1693.mp4
383,distract,2,2,1693.mp4
384,angri,2,2,1693.mp4
385,proud,2,2,1693.mp4
386,right,2,2,1693.mp4
387,happi,2,2,1693.mp4
388,safe,2,2,1693.mp4
389,secur,2,2,1693.mp4
390,proud,2,2,1693.mp4
391,patriarchi,2,2,1693.mp4
392,content,2,2,1693.mp4
393,happi,2,2,1693.mp4
394,support,2,2,1693.mp4
395,calm,2,2,1693.mp4
396,neutral,2,2,1693.mp4
397,de-ja-vu,2,2,1693.mp4
398,distant,2,2,1693.mp4
399,known,2,2,1693.mp4
400,men,1,3,1703.mp4
401,peopl,1,3,1703.mp4
402,walk,1,3,1703.mp4
403,hit,1,3,1703.mp4
404,violenc,1,3,1703.mp4
405,bu,1,3,1703.mp4
406,violenc,1,3,1703.mp4
407,punch,1,3,1703.mp4
408,arrog,1,3,1703.mp4
409,evil,1,3,1703.mp4
410,shock,1,3,1703.mp4
411,assault,1,3,1703.mp4
412,thug,1,3,1703.mp4
413,crimin,1,3,1703.mp4
414,aw,1,3,1703.mp4
415,scari,1,3,1703.mp4
416,attack,1,3,1703.mp4
417,bu,1,3,1703.mp4
418,guy,1,3,1703.mp4
419,bus-driv,1,3,1703.mp4
420,assault,1,3,1703.mp4
421,men,1,3,1703.mp4
422,bu,1,3,1703.mp4
423,hit,1,3,1703.mp4
424,unprovok,1,3,1703.mp4
425,unaccept,1,3,1703.mp4
426,disgust,1,3,1703.mp4
427,disapoint,1,3,1703.mp4
428,bulli,1,3,1703.mp4
429,foul,1,3,1703.mp4
430,bus-driv,1,3,1703.mp4
431,violenc,1,3,1703.mp4
432,bu,1,3,1703.mp4
433,boy,1,3,1703.mp4
434,hit,1,3,1703.mp4
435,boy,1,3,1703.mp4
436,walk,1,3,1703.mp4
437,man,1,3,1703.mp4
438,door,1,3,1703.mp4
439,work,1,3,1703.mp4
440,footag,1,3,1703.mp4
441,custom,1,3,1703.mp4
442,shop,1,3,1703.mp4
443,que,1,3,1703.mp4
444,buy,1,3,1703.mp4
445,bus-driv,1,3,1703.mp4
446,punch,1,3,1703.mp4
447,anger,1,3,1703.mp4
448,attack,1,3,1703.mp4
449,men,1,3,1703.mp4
450,bu,1,3,1703.mp4
451,punch,1,3,1703.mp4
452,sadden,1,3,1703.mp4
453,enrag,1,3,1703.mp4
454,ran,1,3,1703.mp4
455,attack,1,3,1703.mp4
456,violenc,1,3,1703.mp4
457,punch,1,3,1703.mp4
458,unprovok,1,3,1703.mp4
459,violenc,1,3,1703.mp4
460,attack,1,3,1703.mp4
461,assault,1,3,1703.mp4
462,bu,1,3,1703.mp4
463,crime,1,3,1703.mp4
464,anger,1,3,1703.mp4
465,mean,1,3,1703.mp4
466,aggress,1,3,1703.mp4
467,selfish,1,3,1703.mp4
468,sad,1,3,1703.mp4
469,disgust,1,3,1703.mp4
470,bu,1,3,1703.mp4
471,driver,1,3,1703.mp4
472,men,1,3,1703.mp4
473,assault,1,3,1703.mp4
474,night,1,3,1703.mp4
475,assault,1,3,1703.mp4
476,secur,1,3,1703.mp4
477,violenc,1,3,1703.mp4
478,abu,1,3,1703.mp4
479,injuri,1,3,1703.mp4
480,tabl,1,3,1703.mp4
481,desk,1,3,1703.mp4
482,chair,1,3,1703.mp4
483,work,1,3,1703.mp4
484,men,1,3,1703.mp4
485,wrong,1,3,1703.mp4
486,whi,1,3,1703.mp4
487,calm,1,3,1703.mp4
488,run,1,3,1703.mp4
489,where,1,3,1703.mp4
490,cctv,1,3,1703.mp4
491,bu,1,3,1703.mp4
492,random,1,3,1703.mp4
493,violenc,1,3,1703.mp4
494,driver,1,3,1703.mp4
495,bastard,1,3,1703.mp4
496,thug,1,3,1703.mp4
497,scum,1,3,1703.mp4
498,violenc,1,3,1703.mp4
499,enrag,1,3,1703.mp4
500,upset,2,3,1703.mp4
501,horrifi,2,3,1703.mp4
502,taken-aback,2,3,1703.mp4
503,disappoint,2,3,1703.mp4
504,shock,2,3,1703.mp4
505,shock,2,3,1703.mp4
506,appal,2,3,1703.mp4
507,astonish,2,3,1703.mp4
508,stun,2,3,1703.mp4
509,frighten,2,3,1703.mp4
510,shock,2,3,1703.mp4
511,confus,2,3,1703.mp4
512,angri,2,3,1703.mp4
513,disgust,2,3,1703.mp4
514,mad,2,3,1703.mp4
515,shock,2,3,1703.mp4
516,scare,2,3,1703.mp4
517,angri,2,3,1703.mp4
518,annoy,2,3,1703.mp4
519,sad,2,3,1703.mp4
520,angri,2,3,1703.mp4
521,afraid,2,3,1703.mp4
522,sad,2,3,1703.mp4
523,frustrat,2,3,1703.mp4
524,pain,2,3,1703.mp4
525,surpris,2,3,1703.mp4
526,angri,2,3,1703.mp4
527,confus,2,3,1703.mp4
528,curiou,2,3,1703.mp4
529,sad,2,3,1703.mp4
530,sad,2,3,1703.mp4
531,mad,2,3,1703.mp4
532,sad,2,3,1703.mp4
533,angri,2,3,1703.mp4
534,afraid,2,3,1703.mp4
535,anger,2,3,1703.mp4
536,disgust,2,3,1703.mp4
537,sick,2,3,1703.mp4
538,agit,2,3,1703.mp4
539,irrit,2,3,1703.mp4
540,shock,2,3,1703.mp4
541,violenc,2,3,1703.mp4
542,disrespect,2,3,1703.mp4
543,barbar,2,3,1703.mp4
544,confus,2,3,1703.mp4
545,disgust,2,3,1703.mp4
546,sick,2,3,1703.mp4
547,cowardli,2,3,1703.mp4
548,evil,2,3,1703.mp4
549,reveng,2,3,1703.mp4
550,disgust,2,3,1703.mp4
551,afraid,2,3,1703.mp4
552,disappoint,2,3,1703.mp4
553,angri,2,3,1703.mp4
554,annoy,2,3,1703.mp4
555,anger,2,3,1703.mp4
556,disgust,2,3,1703.mp4
557,sad,2,3,1703.mp4
558,inquir,2,3,1703.mp4
