,Unnamed: 0,word,emotions,version,vid,s,s2
437,437,man," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
438,438,door," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
439,439,working," [('positive', 1.0)]",1,3,1,1
440,440,footage," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
441,441,customers," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
442,442,shop," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
443,443,que," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
444,444,buying," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,1
445,445,bus-driver," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
446,446,punch," [('fear', 0.2), ('anger', 0.2), ('surprise', 0.2), ('negative', 0.2), ('sadness', 0.2)]",1,3,1,0
447,447,anger," [('anger', 0.5), ('negative', 0.5)]",1,3,1,1
448,448,attack," [('fear', 0.3333333333333333), ('anger', 0.3333333333333333), ('negative', 0.3333333333333333)]",1,3,1,1
449,449,men," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
450,450,bus," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
451,451,punch," [('fear', 0.2), ('anger', 0.2), ('surprise', 0.2), ('negative', 0.2), ('sadness', 0.2)]",1,3,1,0
452,452,saddening," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
453,453,enraging," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,1
454,454,ran," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,1
455,455,attack," [('fear', 0.3333333333333333), ('anger', 0.3333333333333333), ('negative', 0.3333333333333333)]",1,3,1,1
456,456,violence," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('sadness', 0.25)]",1,3,1,0
457,457,punch," [('fear', 0.2), ('anger', 0.2), ('surprise', 0.2), ('negative', 0.2), ('sadness', 0.2)]",1,3,1,0
458,458,unprovoked," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,1
459,459,violence," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('sadness', 0.25)]",1,3,1,0
460,460,attack," [('fear', 0.3333333333333333), ('anger', 0.3333333333333333), ('negative', 0.3333333333333333)]",1,3,1,1
461,461,assault," [('fear', 0.3333333333333333), ('anger', 0.3333333333333333), ('negative', 0.3333333333333333)]",1,3,1,1
462,462,bus," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
463,463,crime," [('anger', 0.5), ('negative', 0.5)]",1,3,1,0
464,464,anger," [('anger', 0.5), ('negative', 0.5)]",1,3,1,1
465,465,mean," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,1
466,466,aggressive," [('fear', 0.3333333333333333), ('anger', 0.3333333333333333), ('negative', 0.3333333333333333)]",1,3,1,1
467,467,selfish," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",1,3,1,0
468,468,sad," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,1
469,469,disgusting," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('disgust', 0.25)]",1,3,1,1
470,470,bus," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
471,471,driver," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
472,472,men," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
473,473,assault," [('fear', 0.3333333333333333), ('anger', 0.3333333333333333), ('negative', 0.3333333333333333)]",1,3,1,1
474,474,night," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
475,475,assault," [('fear', 0.3333333333333333), ('anger', 0.3333333333333333), ('negative', 0.3333333333333333)]",1,3,1,1
476,476,security," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,1
477,477,violence," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('sadness', 0.25)]",1,3,1,0
478,478,abuse," [('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2), ('disgust', 0.2)]",1,3,1,1
479,479,injury," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('sadness', 0.25)]",1,3,1,1
480,480,table," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
481,481,desk," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
482,482,chair," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
483,483,working," [('positive', 1.0)]",1,3,1,1
484,484,men," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
485,485,wrong," [('negative', 1.0)]",1,3,1,1
486,486,why," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
487,487,calm," [('positive', 1.0)]",1,3,1,1
488,488,run," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,1
489,489,where," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
490,490,cctv," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
491,491,bus," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
492,492,random," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
493,493,violence," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('sadness', 0.25)]",1,3,1,0
494,494,driver," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,0
495,495,bastard," [('negative', 0.3333333333333333), ('sadness', 0.3333333333333333), ('disgust', 0.3333333333333333)]",1,3,1,1
496,496,thug," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('disgust', 0.25)]",1,3,1,0
497,497,scum," [('negative', 0.5), ('disgust', 0.5)]",1,3,1,0
498,498,violence," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('sadness', 0.25)]",1,3,1,0
499,499,enraging," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,3,0,1
500,500,upset," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('sadness', 0.3333333333333333)]",2,3,1,1
501,501,horrified," [('fear', 0.5), ('negative', 0.5)]",2,3,1,0
502,502,taken-aback," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,0
503,503,disappointed," [('anger', 0.25), ('negative', 0.25), ('sadness', 0.25), ('disgust', 0.25)]",2,3,1,1
504,504,shocked," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
505,505,shocked," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
506,506,appalled," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
507,507,astonished," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
508,508,stunned," [('fear', 0.3333333333333333), ('surprise', 0.3333333333333333), ('negative', 0.3333333333333333)]",2,3,1,1
509,509,frightened," [('fear', 0.3333333333333333), ('surprise', 0.3333333333333333), ('negative', 0.3333333333333333)]",2,3,1,0
510,510,shock," [('fear', 0.25), ('anger', 0.25), ('surprise', 0.25), ('negative', 0.25)]",2,3,1,1
511,511,confused," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
512,512,angry," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,3,1,1
513,513,disgust," [('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2), ('disgust', 0.2)]",2,3,1,1
514,514,mad," [('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2), ('disgust', 0.2)]",2,3,1,1
515,515,shocked," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
516,516,scared," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
517,517,angry," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,3,1,1
518,518,annoyed," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
519,519,sad," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
520,520,angry," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,3,1,1
521,521,afraid," [('fear', 0.5), ('negative', 0.5)]",2,3,1,1
522,522,sadness," [('trust', 0.3333333333333333), ('negative', 0.3333333333333333), ('sadness', 0.3333333333333333)]",2,3,1,1
523,523,frustration," [('anger', 0.5), ('negative', 0.5)]",2,3,1,1
524,524,pain," [('fear', 0.3333333333333333), ('negative', 0.3333333333333333), ('sadness', 0.3333333333333333)]",2,3,1,1
525,525,surprised," [('surprise', 1.0)]",2,3,1,0
526,526,angry," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,3,1,1
527,527,confused," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
528,528,curious," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,0
529,529,sad," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
530,530,sad," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
531,531,mad," [('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2), ('disgust', 0.2)]",2,3,1,1
532,532,sadness," [('trust', 0.3333333333333333), ('negative', 0.3333333333333333), ('sadness', 0.3333333333333333)]",2,3,1,1
533,533,angry," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,3,1,1
534,534,afraid," [('fear', 0.5), ('negative', 0.5)]",2,3,1,1
535,535,anger," [('anger', 0.5), ('negative', 0.5)]",2,3,1,1
536,536,disgust," [('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2), ('disgust', 0.2)]",2,3,1,1
537,537,sick," [('negative', 0.3333333333333333), ('sadness', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,3,1,1
538,538,agitated," [('anger', 0.5), ('negative', 0.5)]",2,3,1,1
539,539,irritated," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
540,540,shocked," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
541,541,violence," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('sadness', 0.25)]",2,3,1,0
542,542,disrespectful," [('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2), ('disgust', 0.2)]",2,3,1,1
543,543,barbaric," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('disgust', 0.25)]",2,3,1,0
544,544,confused," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
545,545,disgusted," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
546,546,sick," [('negative', 0.3333333333333333), ('sadness', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,3,1,1
547,547,cowardly," [('fear', 0.5), ('negative', 0.5)]",2,3,1,0
548,548,evil," [('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2), ('disgust', 0.2)]",2,3,1,1
549,549,revengeful," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,0
550,550,disgusted," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
551,551,afraid," [('fear', 0.5), ('negative', 0.5)]",2,3,1,1
552,552,disappointed," [('anger', 0.25), ('negative', 0.25), ('sadness', 0.25), ('disgust', 0.25)]",2,3,1,1
553,553,angry," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,3,1,1
554,554,annoyed," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
555,555,anger," [('anger', 0.5), ('negative', 0.5)]",2,3,1,1
556,556,disgust," [('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2), ('disgust', 0.2)]",2,3,1,1
557,557,sadness," [('trust', 0.3333333333333333), ('negative', 0.3333333333333333), ('sadness', 0.3333333333333333)]",2,3,1,1
558,558,inquiring," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,0
559,559,annoyed," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
560,560,angry," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,3,1,1
561,561,upset," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('sadness', 0.3333333333333333)]",2,3,1,1
562,562,disgusted," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
563,563,wounded," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
564,564,sadness," [('trust', 0.3333333333333333), ('negative', 0.3333333333333333), ('sadness', 0.3333333333333333)]",2,3,1,1
565,565,annoyed," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
566,566,angry," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,3,1,1
567,567,incredulous," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,3,1,1
568,568,amazed," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
569,569,curious," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,0
570,570,confused," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
571,571,afraid," [('fear', 0.5), ('negative', 0.5)]",2,3,1,1
572,572,questionable," [('negative', 0.5), ('disgust', 0.5)]",2,3,1,0
573,573,sad," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
574,574,sympathetic," [('fear', 0.2), ('trust', 0.2), ('positive', 0.2), ('sadness', 0.2), ('joy', 0.2)]",2,3,1,1
575,575,anger," [('anger', 0.5), ('negative', 0.5)]",2,3,1,1
576,576,indignant," [('anger', 0.5), ('negative', 0.5)]",2,3,1,1
577,577,horrified," [('fear', 0.5), ('negative', 0.5)]",2,3,1,0
578,578,distressed," [('fear', 0.5), ('negative', 0.5)]",2,3,1,1
579,579,contempt," [('fear', 0.25), ('anger', 0.25), ('negative', 0.25), ('disgust', 0.25)]",2,3,1,1
580,580,disgusted," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
581,581,angry," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,3,1,1
582,582,upset," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('sadness', 0.3333333333333333)]",2,3,1,1
583,583,dismayed," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,0
584,584,appalled," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
585,585,angry," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,3,1,1
586,586,worried," [('negative', 0.5), ('sadness', 0.5)]",2,3,1,1
587,587,nonsense," [('negative', 1.0)]",2,3,1,0
588,588,crime," [('anger', 0.5), ('negative', 0.5)]",2,3,1,0
589,589,hate," [('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2), ('disgust', 0.2)]",2,3,1,1
590,590,angry," [('anger', 0.3333333333333333), ('negative', 0.3333333333333333), ('disgust', 0.3333333333333333)]",2,3,1,1
591,591,sad," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
592,592,worried," [('negative', 0.5), ('sadness', 0.5)]",2,3,1,1
593,593,empathy," [('positive', 1.0)]",2,3,1,0
594,594,annoyed," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
595,595,shock," [('fear', 0.25), ('anger', 0.25), ('surprise', 0.25), ('negative', 0.25)]",2,3,1,1
596,596,disgust," [('fear', 0.2), ('anger', 0.2), ('negative', 0.2), ('sadness', 0.2), ('disgust', 0.2)]",2,3,1,1
597,597,anger," [('anger', 0.5), ('negative', 0.5)]",2,3,1,1
598,598,sympathy," [('positive', 0.5), ('sadness', 0.5)]",2,3,1,1
599,599,annoyed," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",2,3,0,1
600,600,rescue," [('trust', 0.2), ('surprise', 0.2), ('positive', 0.2), ('joy', 0.2), ('anticipation', 0.2)]",1,4,1,1
601,601,boat," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,4,0,0
602,602,dog," [('fear', 0.0), ('anger', 0.0), ('anticip', 0.0), ('trust', 0.0), ('surprise', 0.0), ('positive', 0.0), ('negative', 0.0), ('sadness', 0.0), ('disgust', 0.0), ('joy', 0.0)]",1,4,0,1
